"","AIC.sr","AIC.gam","AIC.tree","BIC.sr","BIC.gam","BIC.tree","EIC.sr","EIC.gam","EIC.tree"
"1",8,10.0172111418173,22,18.4206807439524,23.0654810485222,50.656872045869,0.0980302923208001,0.410040046656377,0.101858961839753
"2",8,12.1983176186505,10,18.4206807439524,28.0876643083113,23.0258509299405,-1.28636041770687,-1.50819922122901,-1.29133503003231
"3",8,11.9025685953786,22,18.4206807439524,27.4066770160579,50.656872045869,1.0164060065581,0.611487737292009,1.02229419658534
"4",8,8.00776920075316,10,18.4206807439524,18.4385699897911,23.0258509299405,-0.371675054990646,-0.552949380213704,-0.374158166857796
"5",8,9.33034299028259,10,18.4206807439524,21.4839086819462,23.0258509299405,0.119423375650968,-0.0555274171674682,0.119276313051614
"6",8,10.5676436832989,10,18.4206807439524,24.3328988132367,23.0258509299405,0.230298978757219,-0.425062974982211,0.229362487935759
"7",8,10.6051998917017,10,18.4206807439524,24.4193751788544,23.0258509299405,0.231277021420283,0.300800082261958,0.234439142406245
"8",8,9.24943622314856,10,18.4206807439524,21.2976139660209,23.0258509299405,0.190388369523134,0.209400600036133,0.189713009935531
"9",8,10.7237043405753,10,18.4206807439524,24.6922417562843,23.0258509299405,-0.715917775256912,-0.183746332045757,-0.718972778829993
"10",8,9.41341268002225,22,18.4206807439524,21.6751837112205,50.656872045869,0.223639191645816,0.193304847789477,0.223677742583732
"11",8,9.73541622430071,10,18.4206807439524,22.416624272167,23.0258509299405,-0.0192751500358099,-0.00388555274912505,-0.0190895447485673
"12",8,17.4141936024126,10,18.4206807439524,40.0976625954277,23.0258509299405,0.573818167972604,0.404873194941501,0.574450923828863
"13",8,9.21263579570746,10,18.4206807439524,21.2128778503794,23.0258509299405,-0.0740545232119985,0.117538481101292,-0.0793627454336274
"14",8,8.00634892151515,22,18.4206807439524,18.4352996759898,50.656872045869,-0.254329144026542,-0.117562354567781,-0.253246978669267
